entity1,relation,entity2,merged_sentence,label
assembly language,has become available on,wide range,assembly language has become available on wide range,F
A question,should be tagged with,c,a question should be tagged with c,F
A question,should be tagged with,C++,a question should be tagged with c++,F
A question,should be tagged with,c++,a question should be tagged with c++,F
A question,should be tagged with,both c,a question should be tagged with both c,F
the user,are programming in,C,the user are programming in c,F
the tags,should be left,such cases,the tags should be left such cases,F
a C question,has never been tagged,C++,a c question has never been tagged c++,F
Answers,should be deleted as off,topic,answers should be deleted as off topic,F
the question,had,the C++ tag,the question had the c++ tag,F
Ruby,is known for,Ruby,ruby is known for ruby,F
the MVC Architectural Design Pattern,separates,three different modules,the mvc architectural design pattern separates three different modules,F
rails tag,is particularly appropriate for,questions,rails tag is particularly appropriate for questions,F
Questions,be asked on,the appropriate tags,questions be asked on the appropriate tags,F
JSON,uses,conventions,json uses conventions,F
These properties,used instead of,xml,these properties used instead of xml,F
These properties,used instead of,These properties,these properties used instead of these properties,F
These properties,is often used,xml,these properties is often used xml,F
These properties,is often used,These properties,these properties is often used these properties,F
Many programming languages,provide,methods,many programming languages provide methods,F
JavaScript,includes,example,javascript includes example,F
list,defines,six types,list defines six types,F
The JSON format,is based on,two types,the json format is based on two types,F
validation,was added following,the description,validation was added following the description,F
JSON validation,validate,both current competing JSON standards RFC,json validation validate both current competing json standards rfc,F
JSON validation,validate,both current competing JSON standards RFC,json validation validate both current competing json standards rfc,F
This extensive library,simplifies,development,this extensive library simplifies development,F
Microsoft SQL Server,is available in,multiple versions,microsoft sql server is available in multiple versions,F
SQL Server,was released on,November 4th,sql server was released on november 4th,F
Microsoft SQL Server product range,is split broadly into,six categories,microsoft sql server product range is split broadly into six categories,F
The primary differences,are licensing,licensing costs,the primary differences are licensing licensing costs,F
The primary differences,are licensing,capacities,the primary differences are licensing capacities,F
